北洋五十将乞共和电》，向隆裕太后逼宫，不久，段祺瑞又发表《乞共和第二电》，直接挑明「谨率全军将士入京，与王公剖陈利害」，直接以武力恐吓隆裕太后，隆裕于2月12～颁降懿旨，接受《优待清室条件》，幼帝溥仪退位，清朝把政权交给袁世凯，让他组织临时共和政府，清朝统治宣告终止。,日_1_09_01,日,名,太阳。
春天的声音在回荡，小鸟甜蜜歌唱；小丘和山谷～金光，谷中回声鸣响。,闪_1_08_06,闪,动,闪烁。
凑合着睡一会儿，别来回折～了。,腾_1_05_04,腾,副,用在动词后面，表示动作连续不断地。
～恤人言(不管别人的议论)。,不_1_08_01,不,副,用在动词、形容词和其他副词前面表示否定。
贪污分子是社会主义建设事业的蛀～。,虫_1_02_01,虫,名,虫子。
昆明气候温～，四季如春。,和_2_05_01,和,形,温和；不激烈。
这些文件已经整理过，不要把次～弄乱了。,序_1_04_01,序,名,顺序。
曾国藩的幕僚赵烈文看过《资政新篇》后，亦称「于～情最谙练……观此一书，则贼中不为无人」。,夷_2_03_02,夷,名,外国或外国人。
这个月的竞赛，他们小组占～了。,先_1_07_01,先,名,时间或次序在前的。
他只会～嘴，一动真的就不行了。,卖_1_06_04,卖,动,显露。
新买的机器没有带～件。,附_1_03_01,附,动,附带。
这篇文章可以～教材。,做_1_08_06,做,动,当作。
2010年12月14日上午8:50左右，一条月台往大堂的扶手电～在运行中突然倒转运行，乘客因失去平衡摔倒，造成25人受伤，包括一名孕妇及一名台湾老太太。,梯_1_03_02,梯,名,作用与楼梯类似的装置。
船长!管理局在呼～我们。,叫_1_05_02,叫,动,呼唤。
事情～露，无法隐瞒了。,败_1_09_03,败,形,失利。
施包括一个800座位的演奏厅（现已被命名为叶杰全演奏厅）、学校乐团排练室及用作艺术表演的剧场（现已被命名为The Verdant Art Centre），重建项目已于2012年1月中完成，并在2012年1月13日学校毕业典礼时～调地对外开放。,低_1_04_03,低,形,等级较低的。
～算来，～算去，半夜没有合上眼。,划_2_03_03,划,名,计划。
把错误都～咎于客观原因是不对的。,归_1_08_03,归,动,朝向或集中于一处。
街头各处随处可见雕刻精美的人物雕塑，这里的露天雕塑公园里安放着数以百计的精致雕塑作品更是一座名符其实的露天雕塑博物馆，当人们漫步在这座绿树成荫的公园里，边走边欣赏着这些形态各异的雕塑作品时，实在是一种极具品味的文化熏～。,陶_1_04_03,陶,动,培育。
也在1980年代，他作为欧洲科学与技术合作组织指导委员会主席（欧洲共同市场组织委～）资助了一些欧洲的科研项目。,任_1_05_01,任,动,任用。
汉代诏擧，除贤良外，尚有「文学高第」、「茂材异等」、「孝悌敦厚」、「勇～知兵法」、「明当之务、习先圣之术」、「明阴阳灾异」等名目，被擧者大抵为现任官吏。,猛_1_04_01,猛,形,激烈。
～膝。,促_1_03_03,促,动,靠近；接近。
他一句一句平～地说下去。,板_1_08_06,板,形,死板。
由于史前时代的人类是群居生活，以几十人或几百人的部落形式来，而且部落与部落之间的交流还不太多，所以当时战争的规模十分地小，因此与近代的战争相比，简直是天渊之～。,别_3_03_02,别,名,差别。
～道群众有意见，连我们自己也感到不满意。也作漫道。,慢_1_04_03,慢,副,勿。
这个商店坚持～点营业。,满_1_07_03,满,动,到达一定时间。
该场打吡，巴萨以3-0再度～击死敌，作客伯纳乌球场三连胜。,痛_1_03_03,痛,副,极度地；深刻地；彻底地。
这次会议明～了我们的方针任务。,确_1_03_02,确,副,确乎。
架上期刊，阅后～还原处。,放_1_16_13,放,动,使处于一定的位置。
水～出来了。,漫_1_06_01,漫,动,满而流出。
专款专用，不得任意腾～。,挪_1_01_01,挪,动,移动；转移。
大家夸～他做了一件好事。,奖_1_02_01,奖,动,奖赏；表扬。
他的手挺灵～，能做各种精致的小玩意儿。,巧_1_05_02,巧,形,灵巧。
难～他今天这么高兴，原来新机器试验成功了。,怪_1_04_02,怪,动,觉得奇怪。
常见的自体免疫疾病包括慢性甲状腺炎、类～湿性关节炎、第一型糖尿病和系统性红斑性狼疮。,风_1_12_11,风,名,中医指一种致病的重要因素或某些疾病。
山村的人家住得很分～。,散_1_03_02,散,动,分散；分发。
天阴得墨～，恐怕要下大雨,黑_1_06_01,黑,形,墨色。
街市两边设有大小摊～五十余处。,点_1_21_08,点,名,一定的地点或程度的标志。
～沛流离(生活艰难，四处流浪)。,颠_2_03_01,颠,动,摇晃。
这肉片炒得很～。,嫩_1_04_02,嫩,形,某些食物易咀嚼，烹调时间短。
船行驶了六七里水～就靠了岸。,程_1_06_04,程,名,路途；距离。
增加车次，缓和客～紧张状况。,运_1_04_02,运,动,运输。
给指挥部发电，遥～胜利喜讯。,寄_1_05_01,寄,动,邮寄。
大桥已经落～，日内即可正式通车。,成_1_10_01,成,动,达到预期目标；取得成功。
外边太冷，穿～了衣服再出去,好_2_15_07,好,形,达到完美状态。
现在生意难做，有时一整天也开不了～。,市_1_05_01,市,名,集中买卖货物的固定场所；市场。
你怎么又犯～了，忘了上次的教训了？,傻_1_02_02,傻,形,不知变通。
日本刀在制法上集合了相当高的技术，而且从炼钢、～刀、到抛光磨刀是不同师傅制作。,打_1_24_06,打,动,制造。
成败～钝。,利_1_06_02,利,形,顺遂；方便。
养蜂必须随着～令迁移蜂箱。,花_1_18_01,花,名,种子植物的有性繁殖器官，由花瓣、花萼、花托、花蕊组成，有颜色、香味，有些很艳丽。
下游河床狭窄，因～河水容易泛滥。,而_1_05_03,而,连,连词，连接时间、方式、目的、原因、依据等成分到动词上。
这个村粮食产量～计为一百万斤。,总_1_05_02,总,形,全。
最后专家进行了精彩的点～。,评_1_03_01,评,动,评论；批评。
他脾气好，～量大，能容人。也作肚量。,度_2_15_08,度,名,宽容的程度。
管子是～的。,通_2_12_01,通,动,畅通。
仓库里潮～太大，粮食就容易发霉。,气_1_14_02,气,名,空气。
由于他的插手，事情变得愈～复杂了。,加_1_05_04,加,动,加以。
要学习新知识，光靠老～不行,本_1_12_04,本,名,本金；原始投入。
其中河南的淮阳、登～、、郾城、辉县有夏代龙山文化城堡遗址。,封_1_02_01,封,动,赐予高位或称号给臣子。
反复琢磨，才能领会这首诗的意～。,蕴_1_03_02,蕴,名,深奥之处。
～是你想参加，我可以当介绍人,要_3_02_01,要,连,若。
中国象棋锦标赛八强产生，广东两名选手入～,围_1_05_01,围,动,包围。
你要不按时来，我可不～你。,依_1_04_02,依,动,依赖。
整个工程两年完成，大楼为钢筋混凝土框架结构，工字铁钢～水泥石面，正面外墙全部用花岗石垒砌，花岗石从苏州一座山上开采，入口处为希腊多立克式门廊，尤其是门廊的4根多立克式柱子，做得极为地道。,骨_2_03_02,骨,名,比喻物体内部支撑的架子。
贵～。,府_1_06_04,府,名,敬辞，指对方的家。
10月14日，孙从韶关调兵遣将：「令警卫军、工团军、农民～卫军、飞机队、甲车队、兵工厂卫队、陆军讲武学校、滇军干部学校学生，统归蒋司令指挥」。,自_1_03_01,自,名,自己。
在1930年代的某一天，J·R·R·托尔金在～改学生的考卷时看到一张白纸，这时他突发灵感，在白纸上写下了「在地底洞穴中住著一位哈比人」的字句。,批_2_02_01,批,动,对下级文件表示意见或对文章予以批评。
展览会由我们单位～办。,主_1_13_07,主,副,负责；主持。
从历史来看，党八股是对于五四运动的一个～动。,反_1_09_08,反,副,反而；相反地。
崇祯十三年（1640年），在云南腾越（今腾冲）游历时得病，双足不能行走，由当地知府用轿子送返江苏江阴，去世前托季梦良（字会明）整理原稿，季梦良、王忠纫将游～手稿编辑成书。,记_1_07_03,记,名,记录事物的书或文章。
只要他能答应提出的条件，我可以～讼。,息_1_08_03,息,动,停止。
顶～逆水，船走得更慢了。,风_1_12_01,风,名,跟地面大致平行的空气流动的现象，是由于气压分布不均匀而产生的。
他的脸～得通红。,涨_1_03_02,涨,动,充血。
搬个座～儿来。@也作坐位。,位_1_06_01,位,名,所在之处。
这样做，效果恐～不好。,怕_1_04_04,怕,副,表示估计，含有担心的意思。
～为说辞。,善_1_10_08,善,副,好好地。
当进行天文摄影拍摄天空时，特殊的仪器可以追踪指定的～星，并且调整望远镜的位置。,恒_1_04_02,恒,名,坚定的意志。
已经半夜了，我一点儿～意也没有。,睡_1_01_01,睡,动,睡眠。
大雨之后，山水～泻下来，汇成了奔腾的急流。,倾_1_06_01,倾,动,歪斜。
许多青年作家都出于他的～下。,门_1_13_08,门,形,师徒关系相关的。
这家工厂已经进入了同类企业的先进行～。,列_1_07_01,列,动,排列。
几个人瞎闹腾，成不了～候。参看172页〖成气候〗。,气_1_14_04,气,名,天气。
传(zhuàn)注参～。,错_1_07_01,错,动,参差。
秋天的西山，风～格外美丽。,景_1_05_01,景,名,风光。
你这套～理到哪儿也行不通。,歪_1_02_02,歪,形,邪道的，不正当的。
因为诸葛亮同时具备杰出的才能与高尚的品格，后人对诸葛亮评价颇高，“鞠躬尽瘁、死而后已”成为无数仁人志士的座右～。,铭_1_03_01,铭,名,在器物、碑碣等上面记述事实、功德等的文字；鞭策、勉励自己的文字。
他从小就记～了许多古代诗文。,诵_1_03_02,诵,动,背诵。
他行李都没带，一个人空～去旅行了。,手_1_07_01,手,名,人体上肢前端可握取物体的部分。
他身体比～先结实多了。,从_2_04_01,从,介,起始，表示以…为起点。
我们两面夹攻，一个连的敌人很快就报～了,销_1_05_02,销,动,除去，解脱。
～要下雨了。,像_1_06_04,像,副,似乎。
这些仓库可以代人～货。,存_1_09_02,存,动,储藏。
培养运动员首先要～好材。,选_1_04_01,选,动,挑选。
他的～架好，穿上西服特别精神。也说衣架子。,衣_2_04_01,衣,名,服饰。
原则问题，一点也不能退～。,让_1_07_01,让,动,给予利益或方便。
他们的职责主要有稽查商品、管理交易、管理物价、保护财货与～税。,征_2_04_02,征,动,征收。
雅宝路上一段不起眼的，大概十几家的小商店，全部经营从俄罗斯进口的貂皮大～，吸引了很多俄罗斯妇人。,衣_2_04_01,衣,名,服饰。
由于时间～系，暂时谈到这里为止。,关_1_13_11,关,动,牵涉；相关。
优良的成绩，是长期刻苦学习的～果。,结_2_01_01,结,动,长出。
人们把它视为消暑解渴的佳果，习惯用它煮冰糖治干～无痰或痰难咯出。,咳_2_01_01,咳,动,咳嗽。
有问题正～提出来，别绕弯子。,面_1_10_07,面,名,部分，方面。
写文章要尽量避免方言～语,词_1_03_01,词,名,语句。
～播优良牧草一万多亩。,飞_1_07_02,飞,动,利用动力机械在空中移动。
她把心血全都灌～在孩子的身上。,注_1_04_01,注,动,灌入。
她坐在窗户跟～的床上。,前_1_09_01,前,名,在正面的。
请在信封上写清邮政编码，～便迅速投递。,以_1_07_04,以,连,为了。
他在跟孩子们讲热胀冷缩的～理。,道_1_12_03,道,名,方向；方法；原理。
数码相机已经不算什么新～东西啦。,鲜_1_01_01,鲜,副,少。
人类平均寿～在不断提高。,命_1_03_02,命,名,寿命。
不好意思，为这点小事惊～了您。,动_1_08_01,动,动,改变位置或脱离静止状态。
雄鹰在开～的天空中翱翔。,阔_1_04_01,阔,形,宽广。
凡上门来求情的，他让秘书一概挡～。,驾_1_05_03,驾,名,指车辆，借用为敬辞，称对方。
背地里说人～短是不应该的。,长_1_06_01,长,形,a)距离较远的b)时间较久的。
炮弹在敌人的碉堡上～了花。,开_2_18_03,开,动,合拢的东西展开分离。
在全国排球联赛上，几位再度出山的教练成为亮～,点_1_21_09,点,名,方面或部分。
校长一职已由原教务主任接～。,任_1_05_02,任,动,担任。
亚夫托卡斯拥有极佳的运动天赋，很长的臂展和好的协调性，垂直弹跳～人。,惊_1_03_01,惊,动,因突然刺激而紧张。
917年，刘䶮建立南汉国，定～兴王府（广州）。,都_2_04_01,都,名,首都。
本商场以时装为主～商品。,打_1_24_21,打,动,干，从事。
到有弱点，却又非常聪慧；似有年轻～狂傲的个性，却又像是个乳臭未干的孩子」，而让制作小组决定要选用他作为配音。,人_1_09_05,人,名,他人。
只要我的心还在跳～，我就不会停止工作。,动_1_08_01,动,动,改变位置或脱离静止状态。
在其执政后期，由于韩宝丑闻和次子被捕入狱等事件，加上1997年未能妥善应对亚洲金融危机，使他的施政毁～参半。,誉_1_03_02,誉,动,赞扬。
办厂须向主管机关立～。,案_2_04_02,案,名,记录，文件。
配料放入碗中，粉丝放在专门编制的～勺内置于正在加热的高汤内煮熟。,漏_1_05_02,漏,动,物体有缝或孔，能使东西滴下、透出或掉出。
一切家～，都是两个人商量着办。,事_1_06_01,事,名,事情。
～论是语文、数学、外语，他的成绩都相当好。,不_1_08_01,不,副,用在动词、形容词和其他副词前面表示否定。
由于香港天气在2007年春节前转暖，但天文台在2月12日预测年初二当天将有东北季候风抵达香港，估计将风势转大及有几～雨，云量亦较多。,阵_2_02_02,阵,量,表示事情或动作经过的段落。
雹子打在屋顶上乒～乱响。,乓_1_01_01,乓,拟,拟声形容枪声、关门声、东西砸破声等。
9月29日，天安门母亲的丁子霖、张先玲等127人，发表声明，“她们作为1989年北京六四惨案死难者的亲属，一直关注缅甸的事态发展，深切同情死难者及其亲属，愤怒谴责军政府暴行，并警告其立即～手。,住_1_04_02,住,动,停止；结束。
1970年代台湾不具备5公尺长无～钢管制造技术，,缝_1_02_01,缝,名,接合处。
～顺。,婉_1_03_02,婉,形,温顺。
在中国从西周开始，就有完整行政制度，而周礼一书，可谓集公法与私法之大成，也是实体法与程～法的总汇，而且学术上百家争鸣，思想自由发达，从管仲开始，包含商鞅、申不害、尹文、慎到、韩非等人，后人称之为法家，多因重法而使得其国昌盛。,序_1_04_01,序,名,顺序。
运动员以～战的姿态投入赛前训练。,临_1_05_03,临,介,将至；即将；即将要发生的。
大雪铺天盖地，原野一片～茫。,迷_1_04_01,迷,动,失去判断力，无法辨别。
～好大叔要到北京去，信就托他捎去吧。,刚_2_04_01,刚,副,正好。
～求各界人士捐款救灾。,吁_1_01_01,吁,动,请求。
这场比赛北京队以5比0轻～客队。,取_1_04_02,取,动,获得。
成败兴亡之机，其在斯～？,乎_1_04_03,乎,助,猜测，类似于“吧”。
助人为乐的精神受到人们的赞～。,美_1_06_04,美,名,美好的事物；好事。
被害者一共九人：桃园县长刘邦友、县长机要秘书徐春国、县长司机刘邦明、县长官邸警卫刘明吉、县长官邸警卫刘邦亮、县长官邸帮佣刘如梅、桃园县议员庄顺兴、桃园县议员邓文昌、桃园县政府卫生局技～张桃妹。,士_1_08_06,士,名,技术人员。
～昏定省(早晨和晚上服侍问候双亲)。,晨_1_02_01,晨,名,早上，指半夜后到中午前的一段时间。
抗战胜利后，在大后方昆明的突击总队第三、四大队于8月20日担任先头部队进驻南京接受汪伪政府各政府机关、设施，并著手准备日本无条件投降典礼，担任会场礼兵，并至日本押～战犯陈公博返华受审。,解_1_01_01,解,动,解送。
演出结束，～众起立鼓掌。,观_2_03_01,观,动,看。
窗外有个人影，一～就不见了。,晃_3_02_02,晃,动,很快地闪过。
教室前攒～了许多学生。,聚_1_02_01,聚,动,集合。
～公物。,爱_1_05_03,爱,动,珍惜；爱护。
唯物主义和唯心主义是哲学中的两大壁～。,垒_2_02_01,垒,名,军队的防御设施。
夜很静，什么～动也没有。,响_1_05_02,响,动,发声。
因此，第二次世界大战以后，冷战时代核条件下的大规模地面战争前景下，苏联和美国为首的两大军事集团着重加～了该兵种在核战争条件下防原子、防放射性沾染、防化学武器的作战能力。,强_2_07_01,强,形,力量大。
"第一次是在玲音他父亲连接互联网～输入的“Think Bule Count One Tow”，源自美国科幻小说作家考德维那·史密斯的短篇《Think Blue, Count Two》，且是他的《Instrumentality of Mankind》短篇小说系列之一。",时_1_12_05,时,名,潮流。
1964年2月7日，披头士离开英国，大约四千名歌迷聚集在希斯罗机～，在飞机起飞时挥手尖叫。,场_2_09_04,场,名,地点。
清澄的蓝天上没有一点儿～翳,云_2_01_01,云,名,悬浮于空中的水滴、冰晶聚集形成的物体。
他的书法作品表现出～刚之美。,阳_1_11_01,阳,名,我国古代哲学认为存在于宇宙间的一切事物中的两大对立面之一。
郑成功不～为一位民族英雄。,愧_1_01_01,愧,形,羞愧。
闹市里偶～也能听到几声鸟鸣。,然_1_05_04,然,缀,词或形容词后缀。
伤好后，腰部转～自如。,动_1_08_02,动,动,行动。
黎贵惇广泛研读《坤舆图说》、《地理志》、《四裔列传》、《佛国记》、《使高丽录》、《元征西域记》、《真腊风土记》、《郑和下西洋记》等著作，相信赤县九州之外还有「大瀛海环其外」的九州，并认为宇宙乾坤是无限的，「广轮际蟠、寥～绵邈、无穷无极」。,廓_1_02_01,廓,形,宽广。
新机场已经正式投～使用。,入_1_05_01,入,动,进入或进去。
而佩罗·达·科维良曾由印度往非洲的海线上探险，留下了短～的航海纪录。,程_1_06_03,程,名,道路。
人们先是一惊，继～哄堂大笑,而_1_05_01,而,连,连接动词、形容词或词组、分句等。a)连接语意相承的成分b)连接肯定和否定互相补充的成分c)连接语意相反的成分，表示转折d)连接事理上前后相因的成分。
知识的问题是一个科学问题，来不得半～的虚伪和骄傲。,点_1_21_06,点,量,少量。
文章的结～写得很精彩。,尾_1_05_02,尾,名,末端；末尾。
而「忠贞二村」的命名，也是有所～的。,本_1_12_11,本,未,根据。
我没这个意思，你～解了。,误_1_04_01,误,名,错误。
这个人太没脑～了，才几天的事儿就忘了。,子_4_02_01,子,缀,名词后缀，用于名词、形容词或动词性词素后。
森林里古木参天，粗藤～结。,盘_1_11_05,盘,动,绕。
特将经过详情报告～上。,如_1_07_02,如,动,似。
我只知道个～廓，详情并不清楚。,轮_1_05_01,轮,名,轮子。
他们为了解决这个问题，尝～过各种方法。,试_1_02_01,试,动,尝试；实验。
看问题要根据具体的事实，不能从～象的定义出发。,抽_1_04_02,抽,动,从中取出部分。
一连下了六七天的雨，今天总～晴了,算_1_10_09,算,副,终于。
他听了姑母的话很不满意，就～了她几句。,顶_1_14_07,顶,动,顶撞。
房子面积还可以，就是朝向和～次不理想。,层_1_04_02,层,名,重叠事物的一部分。
从窗口透进了灰白的曙～。,色_2_08_01,色,名,色彩。
惠庆宫在《恨中录》中曾感慨，若不是和平翁主的早逝，也许庄献世子的～剧就可以避免。,悲_1_02_01,悲,形,哀伤。
儿子立了功，做娘的脸上也～看。,好_2_15_03,好,副,用在动词前，表示使人满意的性质在哪方面。
仪器购置款在科研经费中列～。,支_1_06_05,支,动,付出或领取。
企业和科研机构联～，开发新的产品。,姻_1_02_01,姻,名,婚。
大乘佛教结合印度教传说和《大集经》记载，认为十二大将是佛菩萨的化身，祂们的坐骑神兽也是其化身，而由于十二神兽和生肖的对应关系，而将十二大将信仰与中国文化结合而付予新的诠释说：「十二大将对应十二位佛、菩萨与十二生肖、时～。,辰_2_03_02,辰,名,古代把一天分为十二个时辰。
改进管理制度，变亏～为超产。,产_1_06_02,产,动,创造物质或精神财富；生产。
至今没有接到儿子来信，真叫人焦～。,心_1_05_02,心,名,通常也指思想的器官和思想、感情等。
这间地下室很久不用了，又～气又潮湿。,闷_2_05_01,闷,形,压抑，憋闷。
有的激烈地讽刺了见风使舵的奴颜媚～（《变色龙》等）；有的刻画了沙俄专制制度卫道士的嘴脸（《普里什别叶夫中士》等）；有的揭露了专制制度对社会的压制及其保守和虚弱（《装在套子里的人》等）；有的针砭了追求虚荣、庸俗无聊、鼠目寸光的人生哲学，,骨_2_03_03,骨,名,品质；气概。
别把这些～松的事放在心上。,稀_1_05_04,稀,形,程度深。
不要躺在功劳簿上吃～本。,老_1_17_07,老,形,旧有的，原来的。
这种精神是十分～贵的。,可_1_07_03,可,动,助动词，表示值得。
在英国单曲榜方面，继上一首单曲〈Give Me All Your Luvin'〉仅获得第37名的成绩之后，没想到〈变身恶女〉在该榜又再一次～了一个大跟斗，仅获得第73名的成绩，玛丹娜已经连续三首歌打不进英国单曲榜前20名，她上一首全英TOP 10是在2009年以〈Celebration〉拿下第3名，这显示出玛丹娜这块金字招牌在英国市场已经不是无往不利了。,栽_2_02_01,栽,动,跌倒。
由于盛产石油，这个国家很快由穷国变成了～国。,富_1_05_01,富,形,财富丰厚。
创作一定要有新意，要有新的东西，才能不落～。,套_1_19_01,套,名,罩在物体外面的套子。
这个服装厂梯～推出了衬衫、西服、套裙等产品。,次_1_08_01,次,名,序；等级。
楼上传来凌～的脚步声。也作零乱。,乱_1_06_01,乱,形,无序；混乱。
承您老人家这样～念我们。,顾_1_06_05,顾,动,珍惜；顾念。
由于值班人员～职，造成了严重的后果。,失_1_07_06,失,动,违抗；违反。
针～儿童的心理特点进行教育,对_1_16_02,对,动,对待。
他刚～走，你快去追吧！,刚_2_04_03,刚,副,表示不久以前的行动或情况。
《日本书纪》卷第二神代之纪录内容与前面的故事大同小异，天稚彦被高皇产灵神投下的天羽羽矢刺中胸膛而亡，其妻（该古籍前面提及下照姬是天稚彦的妻子，但后面另有一种未提及天稚彦与下照姬关系的说法）抱其遗体上天做丧，味耜高彦根神前往～唁时，因二人容貌近似，天稚彦之妻误认而攀持其衣带。,吊_3_01_01,吊,动,祭奠死者或对遭到丧事的人家、团体给予慰问。
他的病明天由内科医生～诊。,会_2_11_01,会,动,聚集；合并。
遁～空门(出家为僧尼)。,迹_1_03_01,迹,名,痕迹。
两种方案一～照，就可看出明显的差异。,比_1_10_01,比,动,对比；竞争。
因为崩大碗具有很好的清暑解毒、生～止渴的效用，可当普通凉茶饮用。,津_1_03_01,津,名,唾液。
甲队在比赛中以3∶1～出。,胜_1_05_01,胜,动,成功。
今天好好睡一觉，明天一早起来～路,赶_1_08_02,赶,动,加速行动，不耽误时间。
虽是绢花，却与真花逼～。,肖_2_01_01,肖,动,像。
他语调低～，但口气很坚决。,缓_1_04_01,缓,副,慢。
还有一个顾虑是它们同人体中一些生物过程发生反应的潜在～险。,危_1_07_02,危,动,损伤。
我生怕惊醒了他，～悄走了出去,悄_2_02_01,悄,形,无声或声音微弱。
每一巨弹堕地，～火光迸裂。_b)表示因果或情理上的联系,则_2_03_01,则,连,a)表示时间上的相继。b)表示因果或逻辑关系。c)表示对比。d)用在相同的两个词之间表示让步。
论～这个会他应该参加，不知道为什么没有来。,说_2_06_01,说,动,用语言表达意思。
大力开展文娱体育活动，增进职工～心健康。,身_1_06_01,身,名,身体。
他一边劳动，一边～唧着小曲儿。,哼_2_02_02,哼,动,低声地唱或吟哦。
风声～着雨声。,夹_2_05_04,夹,动,混杂。
一阵狂风吹来，江面上～刻间掀起了巨浪。,顷_2_03_01,顷,副,瞬间。
《中国古典戏曲论著集～》。,成_1_10_01,成,动,达到预期目标；取得成功。
春天随便栽了几棵树，不～全都活了。,想_1_04_02,想,动,思考；认为。
出车时，老张总是找老工人搭～，装卸车时助他们一臂之力。,班_1_08_02,班,名,指一天内的一段工作时间。
这人很～朗，有说有笑。,爽_1_03_02,爽,形,直爽。
您老人家的～口还好吧？,牙_1_04_01,牙,名,咀嚼食物的器官，由坚固的骨组织和釉质构成，按部位和形状的不同分为切牙、尖牙、前磨牙、磨牙。
食堂的账目每月公～一次。,布_2_03_01,布,动,宣告；宣布。
他终于～了奥运会冠军梦。,圆_1_08_05,圆,形,完善；使周到。
她住院期间，丈夫一直在身边陪～。,伴_1_03_02,伴,动,陪同；陪伴。
说句～心的话，你真不该那样对他。,掏_1_02_01,掏,动,用手或工具伸进物体的口，把东西弄出来。
在～空是暖而湿润的西南气流。,低_1_04_01,低,形,从下向上距离小；离地面近。
扬场时不要站在逆～的位置。,风_1_12_01,风,名,跟地面大致平行的空气流动的现象，是由于气压分布不均匀而产生的。
几经波～，养殖场终于办起来了。,折_1_10_04,折,动,转变方向。
山口百惠于13岁时参加1972年第五届“明星诞生”歌～比赛，以一曲《回转木马》获得第二名。,唱_1_04_01,唱,动,口中发出；依照乐律发出声音。
调查采取问卷或面～方式。,访_1_02_01,访,动,访问。
这一～议得到了全厂工人的热烈响应。,创_1_01_01,创,动,初次做。
终极战士比人类强大许多，被描写成能够很轻易战胜成人条件下的男性人类，～手空拳即能打碎坚实的混凝土。,赤_1_08_06,赤,形,空。
初冬，树上还残～几片枯叶。,存_1_09_01,存,动,存在；生存。
这种火箭的～向性能良好,导_1_05_01,导,动,引导；疏导。
老太太又在开箱子兜～她那点儿绣花的活计。,翻_1_07_02,翻,动,为寻找而改变物体位置。
院中有几株二百年以上树～的古树。,龄_1_03_01,龄,名,年龄。
莫逹非尼在多个国家被用作安非他命类药物的替代品，安非他命是传统的在军队面～睡眠剥夺的战斗情况下使用的药物，例如在执行漫长的任务期间。,临_1_05_03,临,介,将至；即将；即将要发生的。
巴黎11月12日格林威治时间上午9点到13日夜晚禁止一切公共集会，以防可能发生的～乱。,骚_1_01_01,骚,动,扰乱；不稳定。
他中年以后，渐入顺～。,境_1_03_03,境,名,情况；境地。
先生过奖，～下实不敢当。,在_1_08_02,在,动,表示人或事物的位置。
神采～扬。@也作飞飏。,飞_1_07_03,飞,动,飘浮在空中。
在芬军顽强抵抗下苏军损失惨重，但最终芬兰因寡不敌～被逼割让卡累利阿等地来换取和平。,众_1_03_01,众,形,多。
1933年，他公开宣称他希望“不反对宗教”，并允～喇嘛公开实践自己的信仰。,许_1_05_04,许,动,准许。
在刻苦学习方面我～及他。,不_1_08_01,不,副,用在动词、形容词和其他副词前面表示否定。
本行办理贷款、结算、～现等业务。,提_2_10_05,提,动,抽取。
所作多粉饰太平、颂～功德之应制诗，靡丽精巧，尤善五言律诗，对初唐律体之定型颇有贡献，尤其贬谪之后，诗句逐渐简单辽阔，但开盛唐气象。,扬_1_04_03,扬,动,传播。
三天太局～，恐怕办不成。,促_1_03_01,促,副,时间短。
原本和爷爷在山上过著平静且无忧无虑的日子，但就在有一天，小莲却被送往德国法兰克福的有钱人～里去了。,家_3_02_01,家,缀,属于某类人的后缀。
贯彻增产节约的方针具～到我们这个单位，应该采取下列各种有效措施。,体_1_07_02,体,名,物体。
初上讲台，还真有几分～怯。,胆_1_04_02,胆,名,勇气。
高山与平地对～，不见高山，哪见平地？,待_1_02_01,待,动,对待。
天气太热，吃点药避避～。,暑_1_01_01,暑,形,热。
注2:第三方外挂程式～供。,提_2_10_05,提,动,抽取。
他～欢文学，我～欢数学。,喜_1_06_04,喜,动,爱好。
多相信超自然力量能主宰并影响命运，而自身命运能藉祭祀或祖先改变，信～仪式则与传统文化和当地习俗有关。,仰_1_05_02,仰,动,敬佩。
～酒疯。,撒_1_02_02,撒,动,尽量使出来或施展出来。
我这里有台旧洗衣机，你～且用着。,姑_2_01_01,姑,副,暂时；暂且。
从上海到武汉，可以搭长江轮船，～不绕道坐火车也行。,要_3_02_01,要,连,若。
你干吗嚷嚷，不～小点儿声吗？,兴_2_07_05,兴,动,准许。
民间艺术的宝～真是无穷无尽。,藏_1_02_01,藏,名,储存大量东西的地方。
这些难题通过集体研究都解决了，～见走群众路线是非常必要的。,足_2_03_03,足,动,足以；值得。
听着听着渐渐听～点意思来了,出_3_01_01,出,动,趋向动词。用在动词后表示显露、完成、向外。
”孙权于是西进，果然大～黄祖、尽获黄祖旧部，战后孙权加派兵力给甘宁，令他们屯守当地。,破_1_09_05,破,动,战胜；攻占。
略陈浅～，敬请批评指正。,见_2_07_06,见,名,观点，意见。
他幸～抢救及时，才保住了性命。,亏_1_05_04,亏,动,多亏。
他既然认～了，就原谅他这一次吧。,错_1_07_05,错,形,不对。
幼年孤贫，白天在街上卖饼，夜间推～。,磨_1_03_01,磨,名,把粮食弄碎的工具，通常是两个圆石盘做成的。
～啕痛哭。也作号咷、嚎啕、嚎咷。,号_1_02_02,号,动,大声哭泣。
植物靠它的根从土壤中吸收～分。,水_1_07_01,水,名,简单的氢氧化合物，化学式H2O。无色、无味、无臭的液体，在标准条件下冰点0℃，沸点100℃，4℃时密度最大，为1克每毫升。
问了半天，你也该应一～。,声_1_07_01,声,名,声音。
听他的语～，这事大概有点不妙。,气_1_14_07,气,名,气势。
他偷～看了一下母亲的神色。,眼_1_06_01,眼,名,人或动物的视觉器官。通称眼睛。
